Year,Month,County,Count,Population,populationweightedcount,Monthlyavgpm2.5,MonthlyavgNO2,MonthlyavgOzone,MonthlyavgSO2,MonthlyavgCO,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,pct_unhealthy_days,pct_good_days,aqi_category,date,season,birth_rate_per_1000,county_size
2004,3,Shasta,186.0,174867,0.0010636655286589,5.0,,0.032552629032258,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.0636655286589236,Medium
2004,3,Sierra,,3430,,,,,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,,Small
2004,3,Siskiyou,35.0,44394,0.0007883948281299275,,,0.0223007037037037,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,0.7883948281299274,Small
2004,3,Solano,467.0,409301,0.0011409696042765,7.272727272727272,13.386459322580643,0.0244253833333333,1.1917015483870967,0.5425666129032258,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.1409696042765594,Large
2004,3,Sonoma,475.0,466809,0.0010175467910858,5.363636363636363,12.070065096774194,0.0236617096774193,,0.4604052580645161,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.0175467910858615,Large
2004,3,Stanislaus,642.0,492613,0.0013032542787137,8.727272727272727,15.771154241935484,0.0262489677419354,,0.4440642177419355,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.3032542787137165,Large
2004,3,Sutter,91.0,86484,0.0010522177512603,6.1,12.30506729032258,0.0238899032258064,,0.6884955483870968,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.0522177512603488,Medium
2004,3,Tehama,63.0,59571,0.0010575615651911,,,0.0221583448275862,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.0575615651911163,Medium
2004,3,Trinity,,13159,,,,,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,,Small
2004,3,Tulare,624.0,398226,0.0015669494206807,24.818181818181817,15.711462483870967,0.0369842295081967,,0.4414809677419354,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.566949420680719,Large
2004,3,Tuolumne,28.0,56602,0.0004946821667078902,,,0.0289324516129032,,0.3356979354838709,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,0.4946821667078902,Medium
2004,3,Ventura,1005.0,793994,0.0012657526379292,12.71063829787234,10.703148206451614,0.0336940537634408,0.1310326935483871,0.6298403548387097,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.2657526379292539,Large
2004,3,Yolo,194.0,185237,0.0010473069635116,6.0,7.814619806451613,0.0249378064516129,,0.2235081129032258,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.0473069635116095,Medium
2004,3,Yuba,92.0,63742,0.0014433183772081,,,,,,,,,,,,,,,,0.0,0.0,,2004-03-01,Spring,1.4433183772081202,Medium
2004,4,Alameda,1731.0,1445721,0.0011973264551044,8.881818181818181,13.810364724137932,0.03269738,,0.4063801363636363,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.197326455104408,Major
2004,4,Alpine,,1263,,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Amador,22.0,37400,0.000588235294117647,,,0.0370960333333333,,0.27685995,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.588235294117647,Small
2004,4,Butte,186.0,213065,0.0008729730363973436,7.0,9.2288149,0.0424088333333333,,0.2968750333333333,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.8729730363973436,Large
2004,4,Calaveras,26.0,44530,0.0005838760386256456,7.0,,0.0409156,,0.1917863833333333,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.5838760386256456,Small
2004,4,Colusa,23.0,20207,0.0011382194289107,4.555555555555555,,0.0328548333333333,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.1382194289107734,Small
2004,4,Contra Costa,1068.0,992424,0.0010761529346327,7.63,8.781044241666667,0.0354951,1.6441363833333331,0.4004662208333334,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.076152934632778,Large
2004,4,Del Norte,20.0,27950,0.0007155635062611807,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.7155635062611807,Small
2004,4,El Dorado,159.0,171653,0.0009262873354966124,,4.063114827586207,0.0471376477272727,,0.1724382118644067,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9262873354966124,Medium
2004,4,Fresno,1286.0,861035,0.0014935513655077,9.77906976744186,11.142716773333332,0.0444473605442176,,0.2819728151260504,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.49355136550779,Large
2004,4,Glenn,28.0,27122,0.0010323722439348,,,0.0334879,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.032372243934813,Small
2004,4,Humboldt,124.0,130702,0.0009487230493795046,8.5,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9487230493795046,Medium
2004,4,Imperial,195.0,152259,0.0012807124701988,7.85,10.383948022222222,0.0423548555555555,0.1244154333333333,0.2549583055555555,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.280712470198806,Medium
2004,4,Inyo,21.0,18578,0.0011303692539562,8.857142857142858,,0.0515257,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.1303692539562924,Small
2004,4,Kern,1039.0,736296,0.0014111172680552,10.86078431372549,10.514740711956522,0.0470492393162393,,0.3091523389830508,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.4111172680552388,Large
2004,4,Kings,196.0,143601,0.0013648930021378,10.74,10.7470056,0.0413933,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.364893002137868,Medium
2004,4,Lake,59.0,63116,0.0009347867418721084,4.74,,0.0375920333333333,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9347867418721085,Medium
2004,4,Lassen,23.0,34458,0.0006674792501015729,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.6674792501015729,Small
2004,4,Los Angeles,11936.0,9793263,0.001218797044458,15.742446043165469,21.392573122850123,0.0343593979057591,3.2573640529100527,0.5431721986394558,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2187970444580116,Major
2004,4,Madera,173.0,137106,0.0012617974413957,,8.64725503846154,0.0387062,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2617974413957085,Medium
2004,4,Marin,258.0,243769,0.0010583790391723,,15.777048233333334,0.0206798571428571,,0.5435499833333334,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.0583790391723311,Large
2004,4,Mariposa,11.0,17844,0.0006164537099305089,,,0.0438321475409836,,0.3260497166666666,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.6164537099305089,Small
2004,4,Mendocino,82.0,88030,0.0009315006247870044,5.7,7.572800116666667,0.03103135,,0.4114699083333333,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9315006247870043,Medium
2004,4,Merced,318.0,237180,0.0013407538578294,9.88,8.334947366666666,0.0472059,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.3407538578294966,Large
2004,4,Modoc,,9605,,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Mono,,13360,,5.4,,0.0473921,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Monterey,597.0,408731,0.001460618352902,7.6,5.1626263,0.0379788111111111,,0.4224847,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.460618352902031,Large
2004,4,Napa,140.0,130387,0.0010737266752053,,9.637809966666666,0.0311548666666666,,0.3955052758620689,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.0737266752053503,Medium
2004,4,Nevada,62.0,96512,0.0006424071618037136,6.5,,0.0443539016393442,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.6424071618037136,Medium
2004,4,Orange,3583.0,2941711,0.0012179986409269,14.425,16.23988573255814,0.039282825,0.8384547166666667,0.3767483291666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.217998640926998,Major
2004,4,Placer,306.0,302841,0.0010104312163808,7.2,11.3386283,0.0391383,,0.2563352786885245,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.010431216380873,Large
2004,4,Plumas,,21000,,9.9,,0.033049,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Riverside,2257.0,1856542,0.0012157010183448,17.652173913043477,13.342397166666666,0.041507345,4.70512075,0.3601714112554112,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2157010183448584,Major
2004,4,Sacramento,1703.0,1348932,0.0012624802436297,6.636363636363637,11.12121354054054,0.0361194210526315,0.433041025,0.4392203466666666,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2624802436297753,Major
2004,4,San Benito,75.0,54849,0.0013673904720231,,,0.0376987333333333,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.3673904720231909,Medium
2004,4,San Bernardino,2515.0,1899065,0.0013243359232043,15.722448979591835,18.96532706111111,0.0433908512820512,0.7394185,0.3904161833333333,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.3243359232043137,Major
2004,4,San Diego,3683.0,2930007,0.0012569935839743,11.417924528301889,14.08888038559322,0.0416607100371747,3.988131605555555,0.7568672566666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2569935839743729,Major
2004,4,San Francisco,730.0,761325,0.0009588546284438316,9.666666666666666,15.576038633333331,0.0324356896551724,1.116370732142857,0.6292014666666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9588546284438314,Large
2004,4,San Joaquin,860.0,642898,0.0013376927599712,9.0,12.630417533333333,0.0375637333333333,,0.4593461666666666,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.3376927599712551,Large
2004,4,San Luis Obispo,242.0,256842,0.0009422135009071724,6.6066666666666665,5.956278893333334,0.037000782122905,3.789246516666666,0.2053882416666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9422135009071725,Large
2004,4,San Mateo,834.0,690161,0.0012084136889798,7.6,13.0433371,0.0332096,,0.5084925833333334,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2084136889798178,Large
2004,4,Santa Barbara,498.0,407284,0.0012227340136121,10.86,5.111637872340426,0.0422116262886597,0.2725057707317073,0.2881047305555556,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2227340136121232,Large
2004,4,Santa Clara,2174.0,1663167,0.0013071447425303,10.309090909090909,16.765474633333334,0.0331288833333333,,0.481788,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.3071447425303653,Major
2004,4,Santa Cruz,281.0,252356,0.0011135063164735,5.2,4.153371866666666,0.0344056916666666,1.3256291166666667,0.35275625,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.1135063164735532,Large
2004,4,Shasta,173.0,174867,0.0009893233142902892,5.6,,0.0373582804878048,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.9893233142902892,Medium
2004,4,Sierra,,3430,,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Siskiyou,35.0,44394,0.0007883948281299275,,,0.0283487333333333,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.7883948281299274,Small
2004,4,Solano,427.0,409301,0.0010432420150451,7.66,9.142857233333334,0.0352518888888888,0.8765238,0.33631055,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.0432420150451625,Large
2004,4,Sonoma,559.0,466809,0.0011974919078252,6.5,10.423417166666669,0.0293221,,0.3393121,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.1974919078252562,Large
2004,4,Stanislaus,620.0,492613,0.0012585944747702,7.8,12.314808033898306,0.0386692166666666,,0.3397970416666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2585944747702558,Large
2004,4,Sutter,107.0,86484,0.0012372230701632,6.6,10.381845366666669,0.033151129032258,,0.5745511166666667,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2372230701632672,Medium
2004,4,Tehama,47.0,59571,0.0007889745010155948,,,0.0287364516129032,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.7889745010155949,Medium
2004,4,Trinity,,13159,,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,,Small
2004,4,Tulare,581.0,398226,0.0014589705343197,12.8,13.848026833333334,0.0485210086956521,,0.3398300333333333,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.458970534319708,Large
2004,4,Tuolumne,35.0,56602,0.0006183527083848628,,,0.0425647333333333,,0.2680012,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,0.6183527083848628,Medium
2004,4,Ventura,964.0,793994,0.0012141149681231,11.977272727272728,9.630935573333334,0.0383821284916201,0.1875613333333333,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.2141149681231849,Large
2004,4,Yolo,207.0,185237,0.0011174873270458,6.6,6.2740424,0.0320871833333333,,0.20887115,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.1174873270458927,Medium
2004,4,Yuba,100.0,63742,0.0015688243230523,,,,,,,,,,,,,,,,0.0,0.0,,2004-04-01,Spring,1.5688243230523047,Medium
2004,5,Alameda,1774.0,1445721,0.0012270693999741,6.26,8.459581177419356,0.0293168967741935,,0.3062276043956043,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2270693999741304,Major
2004,5,Alpine,0.0,1263,0.0,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.0,Small
2004,5,Amador,31.0,37400,0.0008288770053475936,,,0.0393225161290322,,0.2120061774193548,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.8288770053475936,Small
2004,5,Butte,206.0,213065,0.0009668411048271656,6.4,6.776908193548387,0.0441870161290322,,0.244615129032258,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9668411048271655,Large
2004,5,Calaveras,19.0,44530,0.00042667864361104873,4.4,,0.0431384838709677,,0.1723351612903226,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.42667864361104874,Small
2004,5,Colusa,26.0,20207,0.0012866828326817,4.222222222222222,,0.0343602580645161,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.286682832681744,Small
2004,5,Contra Costa,1127.0,992424,0.0011356033308344,6.56,6.953267064516129,0.0322290725806451,1.3303980668202764,0.3981459112903225,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1356033308344013,Large
2004,5,Del Norte,23.0,27950,0.0008228980322003578,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.8228980322003578,Small
2004,5,El Dorado,168.0,171653,0.0009787186941096282,,0.985592258064516,0.0485109032258064,,0.137536252173913,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9787186941096282,Medium
2004,5,Fresno,1198.0,861035,0.0013913487837312,7.933333333333334,9.776002238709678,0.0467555419354838,,0.2467453155737705,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3913487837312073,Large
2004,5,Glenn,30.0,27122,0.0011061131185015,,,0.0368918064516129,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1061131185015853,Small
2004,5,Humboldt,114.0,130702,0.0008722131260424477,3.8,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.8722131260424477,Medium
2004,5,Imperial,195.0,152259,0.0012807124701988,9.866666666666667,10.167117311827957,0.0432275860215053,0.1427609354838709,0.2693521079545454,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.280712470198806,Medium
2004,5,Inyo,23.0,18578,0.0012380234686187,5.2,,0.0558706774193548,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2380234686187965,Small
2004,5,Kern,1048.0,736296,0.0014233406130143,9.295384615384616,10.442441591133004,0.0488947925311203,,0.2651963225806452,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.4233406130143313,Large
2004,5,Kings,155.0,143601,0.001079379670058,9.95,8.86867270967742,0.0454705483870967,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0793796700580078,Medium
2004,5,Lake,65.0,63116,0.0010298498003675,3.0,,0.0361518709677419,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0298498003675771,Medium
2004,5,Lassen,23.0,34458,0.0006674792501015729,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.6674792501015729,Small
2004,5,Los Angeles,11877.0,9793263,0.0012127724947241,12.503351955307265,20.364998993023256,0.0374715806451612,2.4494301068376068,0.4651478362720403,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2127724947241794,Major
2004,5,Madera,183.0,137106,0.0013347337096844,,6.529198,0.0412296451612903,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3347337096844778,Medium
2004,5,Marin,228.0,243769,0.0009353117090360136,,10.688639548387096,0.0273984193548387,,0.4264989838709677,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9353117090360136,Large
2004,5,Mariposa,,17844,,,,0.0458924623655914,,0.3758078225806451,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,,Small
2004,5,Mendocino,102.0,88030,0.0011586958991252,4.04,5.514716451612904,0.0286150483870967,,0.3925810967741936,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1586958991252982,Medium
2004,5,Merced,342.0,237180,0.0014419428282317,8.620000000000001,7.895894451612903,0.0480266129032258,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.4419428282317226,Large
2004,5,Modoc,,9605,,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,,Small
2004,5,Mono,14.0,13360,0.0010479041916167,5.5,,0.0504565806451612,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0479041916167664,Small
2004,5,Monterey,600.0,408731,0.0014679581436201,5.8,4.3654745483870965,0.033627440860215,,0.4225192903225807,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.4679581436201314,Large
2004,5,Napa,164.0,130387,0.0012577941052405,,7.060308516129032,0.027368129032258,,0.3420144032258064,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.257794105240553,Medium
2004,5,Nevada,71.0,96512,0.0007356598143236074,4.9,,0.0491315131578947,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.7356598143236074,Medium
2004,5,Orange,3702.0,2941711,0.0012584512890627,10.956410256410257,12.998425685393258,0.0422893225806451,1.106252129032258,0.2919305967741935,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2584512890627257,Major
2004,5,Placer,323.0,302841,0.0010665662839575,6.8,9.237026612903223,0.0418959111111111,,0.2143283548387096,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0665662839575882,Large
2004,5,Plumas,20.0,21000,0.0009523809523809524,5.8,,0.0298671612903225,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9523809523809523,Small
2004,5,Riverside,2336.0,1856542,0.0012582532471659,13.691428571428572,10.806957525,0.0476119056603773,5.142407306451613,0.3186609838709677,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2582532471659678,Major
2004,5,Sacramento,1752.0,1348932,0.0012988052770636,5.833333333333333,8.345115651612904,0.0364645972222222,0.6783136290322581,0.4480101258064516,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2988052770636325,Major
2004,5,San Benito,73.0,54849,0.0013309267261025,,,0.0374297741935483,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3309267261025723,Medium
2004,5,San Bernardino,2535.0,1899065,0.0013348674215995,12.381632653061224,17.460015403225807,0.0524722059553349,0.5680940376344086,0.3377466585365853,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3348674215995766,Major
2004,5,San Diego,3737.0,2930007,0.0012754235740733,10.361052631578946,12.52323012903226,0.0405129713261648,2.9461603010752686,0.7581532709677419,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2754235740733726,Major
2004,5,San Francisco,693.0,761325,0.0009102551472761304,5.6,10.047708206896552,0.0294668064516129,0.4409368387096774,0.4870005564516129,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9102551472761304,Large
2004,5,San Joaquin,888.0,642898,0.0013812455475052,7.7,9.26282521153846,0.0372198235294117,,0.3067541935483871,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.381245547505203,Large
2004,5,San Luis Obispo,219.0,256842,0.0008526642838788048,6.326666666666666,4.511962469798657,0.0349345107526881,3.645774505376344,0.1821187232142857,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.8526642838788049,Large
2004,5,San Mateo,818.0,690161,0.0011852306925485,5.96,8.530645035714286,0.0305939642857142,,0.4500115438596491,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1852306925485503,Large
2004,5,Santa Barbara,516.0,407284,0.0012669292189234,9.51,4.6280212114803625,0.0386202258064516,0.3413652304147465,0.2682447661290322,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2669292189234047,Large
2004,5,Santa Clara,2177.0,1663167,0.0013089485301235,6.845454545454545,11.715069483870968,0.0314462258064516,,0.5266050161290322,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3089485301235535,Major
2004,5,Santa Cruz,310.0,252356,0.0012284233384583,4.025,,0.0304531693548387,1.5634036451612905,0.4082044516129033,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2284233384583683,Large
2004,5,Shasta,160.0,174867,0.0009149810999216548,5.2,,0.0380643440860215,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.9149810999216548,Medium
2004,5,Sierra,,3430,,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,,Small
2004,5,Siskiyou,52.0,44394,0.0011713294589358,,,0.0326202258064516,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1713294589358922,Small
2004,5,Solano,501.0,409301,0.0012240380551232,5.7,6.063394064516129,0.0325666451612903,0.5222356290322581,0.3310466774193548,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.2240380551232466,Large
2004,5,Sonoma,500.0,466809,0.0010711018853535,5.05,7.267882161290323,0.0268794838709677,,0.247113064516129,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0711018853535386,Large
2004,5,Stanislaus,659.0,492613,0.0013377641272154,5.8,9.941040870967742,0.0400634193548387,,0.2610598225806451,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3377641272154817,Large
2004,5,Sutter,118.0,86484,0.001364414226909,5.2,8.934763655172414,0.0398396451612903,,0.4128641774193548,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.3644142269090236,Medium
2004,5,Tehama,63.0,59571,0.0010575615651911,,,0.040000629032258,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.0575615651911163,Medium
2004,5,Trinity,,13159,,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,,Small
2004,5,Tulare,624.0,398226,0.0015669494206807,9.3,12.726954,0.0527597741935483,,0.2616084516129032,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.566949420680719,Large
2004,5,Tuolumne,48.0,56602,0.0008480265714992403,,,0.0459848709677419,,0.2243922258064516,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,0.8480265714992403,Medium
2004,5,Ventura,933.0,793994,0.0011750718519283,10.123809523809523,8.9693732,0.0381740860215053,0.1470548709677419,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.175071851928352,Large
2004,5,Yolo,206.0,185237,0.0011120888375432,5.7,6.723256419354839,0.0315104838709677,,0.2235185322580645,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.1120888375432554,Medium
2004,5,Yuba,96.0,63742,0.0015060713501302,,,,,,,,,,,,,,,,0.0,0.0,,2004-05-01,Spring,1.5060713501302125,Medium
2004,6,Alameda,1698.0,1445721,0.0011745004741578,6.83,8.207070716666667,0.026930966442953,,0.2748384777777777,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.174500474157877,Major
2004,6,Alpine,,1263,,,,,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,,Small
2004,6,Amador,17.0,37400,0.00045454545454545455,,,0.0427097666666666,,0.1952294,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.45454545454545453,Small
2004,6,Butte,205.0,213065,0.0009621477014056744,5.0,7.0666667,0.04687935,,0.2345320333333333,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.9621477014056743,Large
2004,6,Calaveras,28.0,44530,0.0006287895800583876,7.0,,0.0469844,,0.1899634905660377,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.6287895800583877,Small
2004,6,Colusa,31.0,20207,0.0015341218389666,6.090909090909091,,0.0337666666666666,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.5341218389666949,Small
2004,6,Contra Costa,1052.0,992424,0.0010600307932899,6.65,6.574594883333333,0.0309096083333333,1.3875891666666669,0.3944236583333333,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.0600307932899649,Large
2004,6,Del Norte,22.0,27950,0.0007871198568872987,,,,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.7871198568872987,Small
2004,6,El Dorado,165.0,171653,0.0009612415745719564,,1.4508417777777778,0.0521605111111111,,0.1279698666666666,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.9612415745719562,Medium
2004,6,Fresno,1297.0,861035,0.0015063266882298,7.8,9.89460246,0.0488575666666666,,0.2392252916666666,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.506326688229863,Large
2004,6,Glenn,41.0,27122,0.0015116879286188,,,0.0363318275862069,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.5116879286188334,Small
2004,6,Humboldt,139.0,130702,0.001063487934385,4.82,,,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.0634879343850898,Medium
2004,6,Imperial,224.0,152259,0.0014711774016642,11.867857142857142,9.570654511111112,0.0371089277777777,0.1858581833333333,0.2067963314606741,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.4711774016642696,Medium
2004,6,Inyo,16.0,18578,0.0008612337173000323,6.333333333333333,,0.0581627619047619,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.8612337173000323,Small
2004,6,Kern,1084.0,736296,0.0014722339928507,9.594642857142857,10.684210565217391,0.0533941476793249,,0.3948251666666666,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.4722339928507013,Large
2004,6,Kings,199.0,143601,0.0013857842215583,6.9,8.468023833333334,0.0469719666666666,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.3857842215583456,Medium
2004,6,Lake,58.0,63116,0.0009189428987895304,3.08,,0.0344668,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.9189428987895304,Medium
2004,6,Lassen,18.0,34458,0.0005223750652968832,,,,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,0.5223750652968832,Small
2004,6,Los Angeles,12442.0,9793263,0.0012704652167515,17.84277108433735,18.74923744638404,0.0416990809523809,2.450940660550459,0.3617919512820512,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.2704652167515567,Major
2004,6,Madera,198.0,137106,0.0014441381121176,,6.5102572,0.0422087333333333,,,,,,,,,,,,,0.0,0.0,,2004-06-01,Summer,1.4441381121176315,Medium
